Name,Sex,Age,Height,Weight,NOC,Year,Season,Sport,Event,Medals
"Kurt ""Kutti"" Wei",M,30,177,85,GER,1936,Summer,Hockey,Hockey Men's Hockey,Silver
Eberhard Weise,M,30,181,86,GDR,1984,Winter,Bobsleigh,Bobsleigh Men's Four,Silver
Rudolf Hans-Joachim Weise,M,23,,,GER,1936,Summer,Sailing,Sailing Mixed Two Person Keelboat,Gold
Konrad Weise,M,21,174,65,GDR,1972,Summer,Football,Football Men's Football,Bronze
Konrad Weise,M,24,174,65,GDR,1976,Summer,Football,Football Men's Football,Gold
Ottokar Weise,M,,,,GER,1900,Summer,Sailing,Sailing Mixed Open,Silver
Ottokar Weise,M,,,,GER,1900,Summer,Sailing,Sailing Mixed 1-2 Ton,Gold
Wolfgang Weise,M,23,177,75,GDR,1972,Summer,Volleyball,Volleyball Men's Volleyball,Silver
Tibor Weienborn,M,23,175,70,GER,2004,Summer,Hockey,Hockey Men's Hockey,Bronze
Tibor Weienborn,M,27,175,70,GER,2008,Summer,Hockey,Hockey Men's Hockey,Gold
Erich Weishaupt,M,23,175,71,FRG,1976,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Paula Jo Weishoff (-Hanold),F,22,185,75,USA,1984,Summer,Volleyball,Volleyball Women's Volleyball,Silver
Paula Jo Weishoff (-Hanold),F,30,185,75,USA,1992,Summer,Volleyball,Volleyball Women's Volleyball,Bronze
Vladimr Weiss,M,25,178,80,TCH,1964,Summer,Football,Football Men's Football,Silver
Gerda Weissensteiner,F,25,166,63,ITA,1994,Winter,Luge,Luge Women's Singles,Gold
Gerda Weissensteiner,F,37,166,63,ITA,2006,Winter,Bobsleigh,Bobsleigh Women's Two,Bronze
"Peter Johann ""Johnny"" Weissmuller",M,19,,,USA,1924,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
"Peter Johann ""Johnny"" Weissmuller",M,19,,,USA,1924,Summer,Swimming,Swimming Men's 100 metres Freestyle,Gold
"Peter Johann ""Johnny"" Weissmuller",M,19,,,USA,1924,Summer,Swimming,Swimming Men's 400 metres Freestyle,Gold
"Peter Johann ""Johnny"" Weissmuller",M,19,,,USA,1924,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
"Peter Johann ""Johnny"" Weissmuller",M,23,,,USA,1928,Summer,Swimming,Swimming Men's 100 metres Freestyle,Gold
"Peter Johann ""Johnny"" Weissmuller",M,23,,,USA,1928,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Abbey Weitzeil,F,19,178,68,USA,2016,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Abbey Weitzeil,F,19,178,68,USA,2016,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Charles Barry Weitzenberg,M,25,186,88,USA,1972,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
Carl Gustaf Olof Wejnarth,M,22,,,SWE,1924,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Stuart Welch,M,22,195,86,AUS,2000,Summer,Rowing,Rowing Men's Coxed Eights,Silver
Stuart Welch,M,26,195,86,AUS,2004,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
John Russell Welchli,M,27,181,73,USA,1956,Summer,Rowing,Rowing Men's Coxless Fours,Silver
"Jan Herman ""Caius"" Welcker",M,22,,,NED,1908,Summer,Football,Football Men's Football,Bronze
Theresa Weld-Blanchard (-Barnes),F,26,,,USA,1920,Summer,Figure Skating,Figure Skating Women's Singles,Bronze
Niklas Wellen,M,21,185,77,GER,2016,Summer,Hockey,Hockey Men's Hockey,Bronze
Ronny Weller,M,19,183,130,GDR,1988,Summer,Weightlifting,Weightlifting Men's Heavyweight II,Bronze
Ronny Weller,M,23,183,130,GER,1992,Summer,Weightlifting,Weightlifting Men's Heavyweight II,Gold
Ronny Weller,M,26,183,130,GER,1996,Summer,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver
Ronny Weller,M,31,183,130,GER,2000,Summer,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver
Allan Wipper Wells,M,28,183,86,GBR,1980,Summer,Athletics,Athletics Men's 100 metres,Gold
Allan Wipper Wells,M,28,183,86,GBR,1980,Summer,Athletics,Athletics Men's 200 metres,Silver
"Robert ""Bobby"" Wells",M,23,193,91,GBR,1984,Summer,Boxing,Boxing Men's Super-Heavyweight,Bronze
Earle Leonard Wells,M,30,185,87,NZL,1964,Summer,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
Henry Bensley Wells,M,21,,,GBR,1912,Summer,Rowing,Rowing Men's Coxed Eights,Gold
John Wells,M,,,,USA,1904,Summer,Rowing,Rowing Men's Double Sculls,Bronze
Kellie Wells,F,30,163,57,USA,2012,Summer,Athletics,Athletics Women's 100 metres Hurdles,Bronze
Mark Ronald Wells,M,22,175,79,USA,1980,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
"Matthew Wayne ""Matt"" Wells",M,22,184,77,AUS,2000,Summer,Hockey,Hockey Men's Hockey,Bronze
"Matthew Wayne ""Matt"" Wells",M,26,184,77,AUS,2004,Summer,Hockey,Hockey Men's Hockey,Gold
"Matthew Wayne ""Matt"" Wells",M,30,184,77,AUS,2008,Summer,Hockey,Hockey Men's Hockey,Bronze
"Matthew Ward ""Matt"" Wells",M,28,190,93,GBR,2008,Summer,Rowing,Rowing Men's Double Sculls,Bronze
Rhoshii Shepherd Wells,M,19,180,75,USA,1996,Summer,Boxing,Boxing Men's Middleweight,Bronze
Andreas Wels,M,29,181,74,GER,2004,Summer,Diving,Diving Men's Synchronized Springboard,Silver
Henry Reed Welsford,M,23,179,,USA,1924,Summer,Rowing,Rowing Men's Coxed Fours,Bronze
"Matthew James ""Matt"" Welsh",M,23,188,80,AUS,2000,Summer,Swimming,Swimming Men's 100 metres Backstroke,Silver
"Matthew James ""Matt"" Welsh",M,23,188,80,AUS,2000,Summer,Swimming,Swimming Men's 200 metres Backstroke,Bronze
"Matthew James ""Matt"" Welsh",M,23,188,80,AUS,2000,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
Robin Welsh,M,54,,,GBR,1924,Winter,Curling,Curling Men's Curling,Gold
Miriam Welte,F,25,171,67,GER,2012,Summer,Cycling,Cycling Women's Team Sprint,Gold
Miriam Welte,F,29,171,67,GER,2016,Summer,Cycling,Cycling Women's Team Sprint,Bronze
Lidewij Marsia Maria Welten,F,18,170,64,NED,2008,Summer,Hockey,Hockey Women's Hockey,Gold
Lidewij Marsia Maria Welten,F,22,170,64,NED,2012,Summer,Hockey,Hockey Women's Hockey,Gold
Lidewij Marsia Maria Welten,F,26,170,64,NED,2016,Summer,Hockey,Hockey Women's Hockey,Silver
Alexander Welter,M,27,186,75,BRA,1980,Summer,Sailing,Sailing Mixed Multihull,Gold
Franz Wembacher,M,25,181,78,FRG,1984,Winter,Luge,Luge Mixed (Men)'s Doubles,Gold
Wen Lirong,F,26,168,52,CHN,1996,Summer,Football,Football Women's Football,Silver
Phillipp Wende,M,27,199,90,GER,2012,Summer,Rowing,Rowing Men's Quadruple Sculls,Gold
Phillipp Wende,M,31,199,90,GER,2016,Summer,Rowing,Rowing Men's Quadruple Sculls,Gold
James Isaac Wendell,M,21,183,79,USA,1912,Summer,Athletics,Athletics Men's 110 metres Hurdles,Silver
"Kristen Elizabeth ""Krissy"" Wendell (-Pohl)",F,20,167,70,USA,2002,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
"Kristen Elizabeth ""Krissy"" Wendell (-Pohl)",F,24,167,70,USA,2006,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
"Michael Vincent ""Mike"" Wenden",M,18,184,76,AUS,1968,Summer,Swimming,Swimming Men's 100 metres Freestyle,Gold
"Michael Vincent ""Mike"" Wenden",M,18,184,76,AUS,1968,Summer,Swimming,Swimming Men's 200 metres Freestyle,Gold
"Michael Vincent ""Mike"" Wenden",M,18,184,76,AUS,1968,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
"Michael Vincent ""Mike"" Wenden",M,18,184,76,AUS,1968,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
Georg Wenderoth,M,,,,GER,1900,Summer,Rugby,Rugby Men's Rugby,Silver
Dieter Wendisch,M,23,192,91,GDR,1976,Summer,Rowing,Rowing Men's Coxed Eights,Gold
Dieter Wendisch,M,27,192,91,GDR,1980,Summer,Rowing,Rowing Men's Coxed Fours,Gold
Ingrid Wendl (-Turkovi),F,15,,,AUT,1956,Winter,Figure Skating,Figure Skating Women's Singles,Bronze
Tobias Wendl,M,26,184,88,GER,2014,Winter,Luge,Luge Mixed (Men)'s Doubles,Gold
Tobias Wendl,M,26,184,88,GER,2014,Winter,Luge,Luge Mixed Team Relay,Gold
Heidi Weng,F,22,163,,NOR,2014,Winter,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,Bronze
Lauren Ashley Wenger (-Trapani),F,24,191,77,USA,2008,Summer,Water Polo,Water Polo Women's Water Polo,Silver
Lauren Ashley Wenger (-Trapani),F,28,191,77,USA,2012,Summer,Water Polo,Water Polo Women's Water Polo,Gold
"Egbert Rolf ""Erben"" Wennemars",M,30,182,80,NED,2006,Winter,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Bronze
Gunnar Erik Emanuel Wennerstrm,M,28,,,SWE,1908,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
Anna Ulrika Maria Wennerstrm,F,28,167,,SWE,2014,Winter,Curling,Curling Women's Curling,Silver
Stig Henrik Wennerstrm,M,29,187,87,SWE,1972,Summer,Sailing,Sailing Mixed Three Person Keelboat,Silver
"Siegfried ""Siggi"" Wentz",M,24,193,93,FRG,1984,Summer,Athletics,Athletics Men's Decathlon,Bronze
Friedhelm Wentzke,M,24,179,82,GER,1960,Summer,Canoeing,Canoeing Men's Kayak Relay 4 x 500 metres,Gold
"Andreas ""Andi"" Wenzel",M,21,175,70,LIE,1980,Winter,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Silver
"Andreas ""Andi"" Wenzel",M,25,175,70,LIE,1984,Winter,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Bronze
"Hannelore ""Hanni"" Wenzel (-Weirather)",F,19,165,57,LIE,1976,Winter,Alpine Skiing,Alpine Skiing Women's Slalom,Bronze
"Hannelore ""Hanni"" Wenzel (-Weirather)",F,23,165,57,LIE,1980,Winter,Alpine Skiing,Alpine Skiing Women's Downhill,Silver
"Hannelore ""Hanni"" Wenzel (-Weirather)",F,23,165,57,LIE,1980,Winter,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Gold
"Hannelore ""Hanni"" Wenzel (-Weirather)",F,23,165,57,LIE,1980,Winter,Alpine Skiing,Alpine Skiing Women's Slalom,Gold
Hartmut Wenzel,M,29,167,54,FRG,1976,Summer,Rowing,Rowing Men's Coxed Fours,Bronze
Kirsten Wenzel (-Strohbach),F,19,150,48,GDR,1980,Summer,Rowing,Rowing Women's Coxed Fours,Gold
Peter Wenzel,M,24,168,78,GDR,1976,Summer,Weightlifting,Weightlifting Men's Middleweight,Bronze
Joseph Werbrouck,M,26,,,BEL,1908,Summer,Cycling,Cycling Men's 20 kilometres,Bronze
Ulla Werbrouck,F,24,178,70,BEL,1996,Summer,Judo,Judo Women's Half-Heavyweight,Gold
"John Bradley ""Brad"" Werenka",M,25,188,95,CAN,1994,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Walter Werginz,M,23,,,AUT,1936,Summer,Football,Football Men's Football,Silver
Karl Oskar Georg Werner,M,20,,,SWE,1924,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
Jan Werner,M,29,191,86,POL,1976,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Joachim Werner,M,25,190,89,GER,1964,Summer,Rowing,Rowing Men's Coxed Fours,Gold
"Tommy Henrik ""Tom"" Werner",M,26,190,74,SWE,1992,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
Stefani Werremeier,F,23,183,73,GER,1992,Summer,Rowing,Rowing Women's Coxless Pairs,Silver
Claes Ture Wersll,M,22,,,SWE,1906,Summer,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Bronze
"Leonard Hugo ""Leo"" Wery",M,26,,,NED,1952,Summer,Hockey,Hockey Men's Hockey,Silver
Benjamin We,M,23,176,72,GER,2008,Summer,Hockey,Hockey Men's Hockey,Gold
Benjamin We,M,26,176,72,GER,2012,Summer,Hockey,Hockey Men's Hockey,Gold
Timo We,M,22,175,74,GER,2004,Summer,Hockey,Hockey Men's Hockey,Bronze
Timo We,M,26,175,74,GER,2008,Summer,Hockey,Hockey Men's Hockey,Gold
Timo We,M,30,175,74,GER,2012,Summer,Hockey,Hockey Men's Hockey,Gold
Seth Benjamin Wescott,M,29,185,91,USA,2006,Winter,Snowboarding,Snowboarding Men's Boardercross,Gold
Seth Benjamin Wescott,M,33,185,91,USA,2010,Winter,Snowboarding,Snowboarding Men's Boardercross,Gold
Christopher Wesley,M,25,192,88,GER,2012,Summer,Hockey,Hockey Men's Hockey,Gold
Christopher Wesley,M,29,192,88,GER,2016,Summer,Hockey,Hockey Men's Hockey,Bronze
Gerd Wessig,M,21,200,82,GDR,1980,Summer,Athletics,Athletics Men's High Jump,Gold
Ansgar Wessling,M,27,193,85,FRG,1988,Summer,Rowing,Rowing Men's Coxed Eights,Gold
Ansgar Wessling,M,31,193,85,GER,1992,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
Allen Tarwater West,M,31,,,USA,1904,Summer,Tennis,Tennis Men's Doubles,Bronze
Harold E. West,M,,,,GBR,1928,Summer,Rowing,Rowing Men's Coxed Eights,Silver
"Jerome Alan ""Jerry"" West",M,22,191,81,USA,1960,Summer,Basketball,Basketball Men's Basketball,Gold
"A. Joshua ""Josh"" West",M,31,207,105,GBR,2008,Summer,Rowing,Rowing Men's Coxed Eights,Silver
Kieran Martin West,M,22,204,100,GBR,2000,Summer,Rowing,Rowing Men's Coxed Eights,Gold
"Lawrence Kingsley ""Laurie"" West",M,,,,CAN,1956,Summer,Rowing,Rowing Men's Coxed Eights,Silver
"Michael ""Mike"" West",M,19,191,77,CAN,1984,Summer,Swimming,Swimming Men's 100 metres Backstroke,Bronze
"Michael ""Mike"" West",M,19,191,77,CAN,1984,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
Taribo West,M,22,186,87,NGR,1996,Summer,Football,Football Men's Football,Gold
David Guy Westcott,M,27,174,70,GBR,1984,Summer,Hockey,Hockey Men's Hockey,Bronze
Anke Westendorf (-Maukel),F,26,178,67,GDR,1980,Summer,Volleyball,Volleyball Women's Volleyball,Silver
Stellan ke Westerdahl,M,36,191,88,SWE,1972,Summer,Sailing,Sailing Mixed Two Person Keelboat,Silver
Lisa Laetitia Westerhof,F,30,167,56,NED,2012,Summer,Sailing,Sailing Women's Two Person Dinghy,Bronze
Marieke Aleida Westerhof,F,26,186,75,NED,2000,Summer,Rowing,Rowing Women's Coxed Eights,Silver
Max Westerkamp,M,23,,,NED,1936,Summer,Hockey,Hockey Men's Hockey,Bronze
Ernst Theodor Georgsson Westerlund,M,54,,,FIN,1952,Summer,Sailing,Sailing Mixed 6 metres,Bronze
"Lieselotte ""Liesel"" Westermann (-Krieg)",F,23,172,78,FRG,1968,Summer,Athletics,Athletics Women's Discus Throw,Silver
Johan Herbert Westermark,M,20,,,SWE,1912,Summer,Sailing,Sailing Mixed 8 metres,Silver
Nils Johan Hugo Westermark,M,19,,,SWE,1912,Summer,Sailing,Sailing Mixed 8 metres,Silver
Georg Gustaf Westling,M,32,,,FIN,1912,Summer,Sailing,Sailing Mixed 8 metres,Bronze
Warren DeHaven Westlund,M,21,,,USA,1948,Summer,Rowing,Rowing Men's Coxed Fours,Gold
Heidi Westphal,F,21,175,70,GDR,1980,Summer,Rowing,Rowing Women's Double Sculls,Silver
Victor Emanuel Wetterstrm,M,39,170,,SWE,1924,Winter,Curling,Curling Men's Curling,Silver
"Jacob ""Jake"" Wetzel",M,27,195,94,CAN,2004,Summer,Rowing,Rowing Men's Coxless Fours,Silver
"Jacob ""Jake"" Wetzel",M,31,195,94,CAN,2008,Summer,Rowing,Rowing Men's Coxed Eights,Gold
Roland Wetzig,M,20,186,83,GDR,1980,Winter,Bobsleigh,Bobsleigh Men's Four,Bronze
Roland Wetzig,M,24,186,83,GDR,1984,Winter,Bobsleigh,Bobsleigh Men's Four,Gold
Roderick Camiel Weusthof,M,30,183,88,NED,2012,Summer,Hockey,Hockey Men's Hockey,Silver
Sanne Wevers,F,24,156,46,NED,2016,Summer,Gymnastics,Gymnastics Women's Balance Beam,Gold
Wverton Pereira da Silva,M,28,189,86,BRA,2016,Summer,Football,Football Men's Football,Gold
Melchior Wezel,M,24,,,SUI,1928,Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
Lindsay Marie Whalen,F,30,175,72,USA,2012,Summer,Basketball,Basketball Women's Basketball,Gold
Lindsay Marie Whalen,F,34,175,72,USA,2016,Summer,Basketball,Basketball Women's Basketball,Gold
"David Lee ""Dave"" Wharton",M,19,183,79,USA,1988,Summer,Swimming,Swimming Men's 400 metres Individual Medley,Silver
Georgina Wheatcroft (Hawkes-),F,36,180,81,CAN,2002,Winter,Curling,Curling Women's Curling,Bronze
"William John ""Bill"" Wheatley",M,27,188,79,USA,1936,Summer,Basketball,Basketball Men's Basketball,Gold
Lucile Wheeler (-Vaughan),F,21,,,CAN,1956,Winter,Alpine Skiing,Alpine Skiing Women's Downhill,Bronze
"Michael Keith Valentine ""Mike"" Wheeler",M,21,187,76,GBR,1956,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Mary Rebecca Whipple,F,24,160,48,USA,2004,Summer,Rowing,Rowing Women's Coxed Eights,Silver
Mary Rebecca Whipple,F,28,160,48,USA,2008,Summer,Rowing,Rowing Women's Coxed Eights,Gold
Mary Rebecca Whipple,F,32,160,48,USA,2012,Summer,Rowing,Rowing Women's Coxed Eights,Gold
"Donald Francis ""Don"" Whiston",M,24,,,USA,1952,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
John Thomas Whitaker,M,26,,,GBR,1912,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Pernell Whitaker,M,20,165,60,USA,1984,Summer,Boxing,Boxing Men's Lightweight,Gold
"Albert Cosad ""Al"" White",M,28,171,,USA,1924,Summer,Diving,Diving Men's Springboard,Gold
"Albert Cosad ""Al"" White",M,28,171,,USA,1924,Summer,Diving,Diving Men's Platform,Gold
Amy Lee White (-Ballidis),F,15,172,57,USA,1984,Summer,Swimming,Swimming Women's 200 metres Backstroke,Silver
"Isabel Mary ""Belle"" White",F,17,,,GBR,1912,Summer,Diving,Diving Women's Plain High,Bronze
"Robert Charles ""Bob"" White",M,20,185,83,CAN,1956,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Christopher Sherratt White,M,28,190,94,NZL,1988,Summer,Rowing,Rowing Men's Coxed Fours,Bronze
Duncan M. White,M,30,,,SRI,1948,Summer,Athletics,Athletics Men's 400 metres Hurdles,Silver
"Edgar Pardee Earle ""Ed"" White",M,22,,,USA,1952,Summer,Sailing,Sailing Mixed 5.5 metres,Gold
Graham Ross White,M,17,183,79,AUS,1968,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
"Joseph Henry ""Jo-Jo"" White",M,21,191,89,USA,1968,Summer,Basketball,Basketball Men's Basketball,Gold
"John Galbraith ""Johnny"" White",M,20,,,USA,1936,Summer,Rowing,Rowing Men's Coxed Eights,Gold
Marilyn Elaine White,F,19,161,52,USA,1964,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
Miguel S. White,M,26,180,68,PHI,1936,Summer,Athletics,Athletics Men's 400 metres Hurdles,Bronze
William Neil White,M,28,,,GBR,1948,Summer,Hockey,Hockey Men's Hockey,Silver
Nicola White,F,24,172,65,GBR,2012,Summer,Hockey,Hockey Women's Hockey,Bronze
Nicola White,F,28,172,65,GBR,2016,Summer,Hockey,Hockey Women's Hockey,Gold
"Reginald James ""Reg"" White",M,40,180,76,GBR,1976,Summer,Sailing,Sailing Mixed Multihull,Gold
"Rodney E. ""Rod"" White",M,19,183,78,USA,1996,Summer,Archery,Archery Men's Team,Gold
"Rodney E. ""Rod"" White",M,23,183,78,USA,2000,Summer,Archery,Archery Men's Team,Bronze
Shaun Roger White,M,19,175,70,USA,2006,Winter,Snowboarding,Snowboarding Men's Halfpipe,Gold
Shaun Roger White,M,23,175,70,USA,2010,Winter,Snowboarding,Snowboarding Men's Halfpipe,Gold
Tarnee Renee White (-Southwell),F,19,165,58,AUS,2000,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Tarnee Renee White (-Southwell),F,27,165,58,AUS,2008,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Willye Brown White,F,16,163,56,USA,1956,Summer,Athletics,Athletics Women's Long Jump,Silver
Willye Brown White,F,24,163,56,USA,1964,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
"Joseph Nicholas Neville ""Nick"" Whitehead",M,27,180,71,GBR,1960,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Beverley Joy Whitfield,F,18,163,57,AUS,1972,Summer,Swimming,Swimming Women's 100 metres Breaststroke,Bronze
Beverley Joy Whitfield,F,18,163,57,AUS,1972,Summer,Swimming,Swimming Women's 200 metres Breaststroke,Gold
"Malvin Groston ""Mal"" Whitfield",M,23,185,76,USA,1948,Summer,Athletics,Athletics Men's 400 metres,Bronze
"Malvin Groston ""Mal"" Whitfield",M,23,185,76,USA,1948,Summer,Athletics,Athletics Men's 800 metres,Gold
"Malvin Groston ""Mal"" Whitfield",M,23,185,76,USA,1948,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
"Malvin Groston ""Mal"" Whitfield",M,27,185,76,USA,1952,Summer,Athletics,Athletics Men's 800 metres,Gold
"Malvin Groston ""Mal"" Whitfield",M,27,185,76,USA,1952,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Simon St. Quentin Whitfield,M,25,177,70,CAN,2000,Summer,Triathlon,Triathlon Men's Olympic Distance,Gold
Simon St. Quentin Whitfield,M,33,177,70,CAN,2008,Summer,Triathlon,Triathlon Men's Olympic Distance,Silver
Norman Henry Pownall Whitley,M,24,,,GBR,1908,Summer,Lacrosse,Lacrosse Men's Lacrosse,Silver
Hector Harold Whitlock,M,32,,,GBR,1936,Summer,Athletics,Athletics Men's 50 kilometres Walk,Gold
Max Antony Whitlock,M,19,167,56,GBR,2012,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Max Antony Whitlock,M,19,167,56,GBR,2012,Summer,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze
Max Antony Whitlock,M,23,167,56,GBR,2016,Summer,Gymnastics,Gymnastics Men's Individual All-Around,Bronze
Max Antony Whitlock,M,23,167,56,GBR,2016,Summer,Gymnastics,Gymnastics Men's Floor Exercise,Gold
Max Antony Whitlock,M,23,167,56,GBR,2016,Summer,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
"Michael John ""Mike"" Whitmarsh",M,34,,,USA,1996,Summer,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver
Ashley Ann Whitney,F,16,170,56,USA,1996,Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
"Lawrence Atwood ""Larry"" Whitney",M,21,180,86,USA,1912,Summer,Athletics,Athletics Men's Shot Put,Bronze
Ryan Whitney,M,26,193,100,USA,2010,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Herman Frasch Whiton,M,44,,,USA,1948,Summer,Sailing,Sailing Mixed 6 metres,Gold
Herman Frasch Whiton,M,48,,,USA,1952,Summer,Sailing,Sailing Mixed 6 metres,Gold
Albert James Whittall,M,26,,,GBR,1906,Summer,Football,Football Men's Football,Silver
Donald Whittall,M,25,,,GBR,1906,Summer,Football,Football Men's Football,Silver
Edward Sidney Whittall,M,17,,,GBR,1906,Summer,Football,Football Men's Football,Silver
Godfrey Whittall,M,23,,,GBR,1906,Summer,Football,Football Men's Football,Silver
Herbert James Whittall,M,,,,GBR,1906,Summer,Football,Football Men's Football,Silver
Tara Alice Whitten,F,32,166,67,CAN,2012,Summer,Cycling,Cycling Women's Team Pursuit,Bronze
"Pauline ""Polly"" Whittier (-Iselin)",F,23,,,USA,1900,Summer,Golf,Golf Women's Individual,Silver
Claud Whittindale,M,,,,GBR,1900,Summer,Rugby,Rugby Men's Rugby,Silver
Raymond Whittindale,M,,,,GBR,1900,Summer,Rugby,Rugby Men's Rugby,Silver
"Jennifer Hazel ""Jenny"" Whittle",F,22,197,85,AUS,1996,Summer,Basketball,Basketball Women's Basketball,Bronze
"Jennifer Hazel ""Jenny"" Whittle",F,27,197,85,AUS,2000,Summer,Basketball,Basketball Women's Basketball,Silver
Lucinda Whitty,F,22,167,63,AUS,2012,Summer,Sailing,Sailing Women's Three Person Keelboat,Silver
Allan Whitwell,M,26,185,80,GBR,1980,Summer,Rowing,Rowing Men's Coxed Eights,Silver
Rosemarie Whyte,F,21,174,65,JAM,2008,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
Rosemarie Whyte,F,25,174,65,JAM,2012,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
Sandra Whyte (-Sweeney),F,27,170,59,USA,1998,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Pernilla Christina Wiberg (-Bjerke),F,21,161,68,SWE,1992,Winter,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Gold
Pernilla Christina Wiberg (-Bjerke),F,23,161,68,SWE,1994,Winter,Alpine Skiing,Alpine Skiing Women's Combined,Gold
Pernilla Christina Wiberg (-Bjerke),F,27,161,68,SWE,1998,Winter,Alpine Skiing,Alpine Skiing Women's Downhill,Silver
